RM,VD,NP,VP
3024.873470660568,11991.63547268324,41,292.4789139678839
5781.6483051682135,2105.3427929873124,68,30.960923426284005
2741.847233283298,19361.35931299212,20,990.2556489208131
12166.340166163136,1829.408655329011,26,70.36187135880812
17962.934297261174,14326.433267096938,40,358.16083167742346
6691.300456973766,3104.632997171245,26,119.40896142966326
17863.704437546996,5174.879156879268,41,126.21656480193336
3244.4230753197076,17788.432721805977,45,395.2985049290217
19066.644211306473,2949.963533486548,32,92.18636042145462
4373.003528871854,9005.54106062508,26,346.36696387019543
4654.915093470398,8034.17055915236,9,892.6856176835955
6721.722658613682,11320.710626654205,31,365.1842137630389
19174.417417914105,5663.231252999046,66,85.80653413634919
4228.942229786662,13074.223278621788,55,237.71315052039614
19532.571486987446,9900.382773093259,37,267.5779127863043
3992.6816334915206,11690.206610528918,49,238.57564511283505
14526.21609876458,6119.956301006751,45,135.99902891126115
15918.822641869898,3544.056585594929,20,177.20282927974645
17654.658942044865,208.25920374873505,49,4.250187831606838
19461.17917404935,4646.425131654141,39,119.13910593984977
17123.664888895135,4802.225152839491,59,81.39364665829646
2811.948906036695,3494.059919690666,52,67.19345999405127
10078.035901303383,8775.417054043102,66,132.96086445519853
3073.953481684243,3405.0386409974835,47,72.44763065952093
7267.940500430556,1132.3260444443558,68,16.65185359476994
1734.6148531421356,14680.141319150902,39,376.41387997822824
9493.165272896475,6764.99920578129,11,614.999927798299
9462.046473262357,13226.040686907712,34,389.0011966737562
19400.036187074507,17496.169997576668,12,1458.0141664647224
11224.688975866873,5538.599177357606,40,138.46497943394016
12981.950552522096,17449.625128311218,11,1586.3295571192016
15125.337752789761,10006.225831444786,5,2001.2451662889573
18209.186755870564,7258.729755654153,12,604.8941463045128
18948.67852501021,15239.139223198557,16,952.4462014499098
17523.947890926822,14919.05547303737,34,438.79574920698144
18720.012552008022,17219.060491727138,37,465.38001328992266
14934.202230025203,9433.838719458998,59,159.8955715162542
15175.2191271662,3402.1254311707817,46,73.95924850371264
10035.36874014418,19082.479689174022,5,3816.4959378348044
7690.844503329964,4240.593814124026,47,90.22540030051118
18109.771851454192,8989.138181384396,66,136.19906335430903
1356.8647597914724,8153.312962088136,50,163.06625924176274
8463.924118664403,16795.029621960526,34,493.97145946942726
2529.6924551042584,1471.4290114914152,31,47.465451983594036
3025.422045987789,15453.319892446394,57,271.1108753060771
12072.833476999396,11874.774258608018,16,742.1733911630012
18448.775144224554,13761.73341472493,66,208.5111123443171
17034.50558589928,9737.521083896587,66,147.53819824085738
14676.304533560486,15708.267716381315,66,238.0040563088078
10735.660508470099,9761.541854315128,60,162.69236423858547
12225.351349893957,13431.15203736919,57,235.6342462696349
17220.131834968604,461.51941938515984,54,8.546655914539997
15542.08517941324,17896.439981292548,62,288.65225776278305
19980.20353808453,10365.342183327119,12,863.7785152772599
18500.11381225025,14412.62221422995,36,400.35061706194307
12936.5171179803,7076.5926482641735,67,105.62078579498767
3339.4480051689884,9042.646241873917,20,452.1323120936959
19480.24642643698,4189.205417727018,44,95.20921403925041
8647.642997762374,12374.384177659093,25,494.9753671063637
10040.016054589696,1261.608067393012,17,74.21223925841248
8601.998188659745,13568.830944362013,42,323.06740343719076
11847.04534109906,6601.890870019985,57,115.82264684245588
1997.2289258022915,16117.862710389723,35,461.00736129668667
1390.9550152556997,7851.482975069254,63,124.62671388998817
12571.222020030116,15267.93422785796,30,508.93114092859867
15614.832555606474,15737.01473300354,22,715.3188515001609
4802.0859700200335,3160.7993279234433,26,121.56920492013244
5708.642054114722,5403.629802291635,69,78.31347539553094
1900.5421440095533,7052.258024240226,28,251.8663580085795
9747.779941954757,12579.007067403027,14,898.5005048145019
4256.247586111089,6456.589511618401,35,184.47398604624004
8121.96982570799,18228.81867437445,20,911.4409337187226
9335.464627820993,6985.426000095386,39,179.11348718193298
15009.161322370597,19069.50489737447,38,501.8290762466966
7971.59649188862,4293.200541876686,6,715.5334236461143
17847.709760831658,14622.064148691345,39,374.9247217613165
16767.931393860425,4492.249902801258,3,1497.416634267086
16896.00949569476,19843.196155585414,54,367.466595473804
13562.340084459316,7364.0748355426895,32,230.12733861070905
12476.638746482782,17826.49070619004,32,557.0778345684388
8806.821038831442,8437.906145400324,35,241.08303272572354
5346.043783313419,7028.828944420863,47,149.54955200895452
5887.767867465359,7019.987676959382,47,149.361439935306
8642.28463736746,6875.93068074786,43,159.90536466855488
13106.931002869123,18248.686059630625,17,1073.4521211547426
17509.322280876364,12543.530445988685,13,964.886957383745
8821.918132530682,19190.1964296033,18,1066.12202386685
17066.1412673899,10815.995078289778,34,318.1175023026405
8393.377166708542,13499.955421413255,52,259.6145273348703
18496.94834189838,9362.347614744645,63,148.60869229753405
19982.735234516487,6586.897331154164,37,178.02425219335578
18932.06162494228,15865.956383057855,53,299.3576676048652
7495.928958158612,17086.579909238673,22,776.6627231472124
8562.332918986198,4979.5311409646065,37,134.58192272877315
18115.294986715635,11427.328864948777,45,253.94064144330616
14655.332138295817,2377.161182038563,48,49.52419129247006
4916.8050575279285,11034.702746286275,20,551.7351373143138
9864.153871425064,12320.543702154086,34,362.3689324162966
4464.542258259848,15209.686126682418,14,1086.406151905887
10117.907551755394,12780.643188744663,54,236.6785775693456
8658.66191587151,4765.482268034282,11,433.2256607303893
8270.997976844254,13699.022964007781,30,456.6340988002594
7051.197165992569,10290.836162975122,8,1286.3545203718902
19118.08881629274,6970.931583729351,57,122.2970453285851
13658.652680435338,18325.106875247086,25,733.0042750098834
17761.874104132694,580.6726301211172,65,8.933425078786419
18766.838698759697,18200.64911324128,31,587.1177133303639
1312.5705099345269,5262.790151442285,13,414.80778192347947
7990.50044707784,3409.3565462006195,68,50.13759626765617
12588.615914160733,3404.4504692865235,5,680.8900938573047
11039.945600049017,1360.659352738943,5,272.1318705477886
9571.150846826153,7431.996815393074,45,165.15548478651274
12553.397559389834,10298.201784387322,32,321.8188057621038
18991.76588938426,13539.042263755322,22,615.4110119888783
15889.1041979537,4070.004324179727,31,131.29046207031377
15476.026033474067,11366.658398687605,54,210.49367404977045
9365.561659748153,8723.577408620666,49,178.03219201266666
12384.792190504664,1145.290971456555,26,44.049652748329045
3242.6034645947902,6291.866734987804,50,125.83733469975608
16143.50861770322,3035.858225358508,10,303.5858225358508
19436.914137563504,5519.257701276795,23,239.96772614246936
4880.99418679424,5061.695078039467,25,202.4678031215787
5100.662850609503,10400.672635885618,54,192.60504881269662
2806.5187133647696,10457.164478209004,46,227.32966256976096
5833.480312517381,828.8845304660341,32,25.902641577063566
8033.338255658246,17291.831589543803,49,352.89452223558783
2009.6001129849947,19843.677208926852,68,291.81878248421845
18054.523979119218,6852.554761332782,60,114.20924602221302
13906.36966611564,16139.958970940319,60,268.99931618233865
2470.1575098608578,7370.560976545679,8,931.5683023083634
17411.68713237044,17644.42524526504,45,392.09833878366754
12520.23900450982,17171.806646614816,58,296.0656318381865
19298.028761161353,11056.064314396088,5,2211.2128628792175
16126.822668011559,12423.663312804414,5,2484.732662560883
14976.306192571032,10703.59840254275,14,764.5427430387679
9695.055049665567,7032.628833304331,40,175.8157208326083
3596.7458134467925,17890.192103977624,57,313.8630193680285
17841.446357583525,7616.7858827971595,21,362.7040896570076
12475.306673544463,7975.567827405322,15,531.7045218270215
11248.950677241475,1167.1614990189787,36,32.421152750527185
12371.669494226948,2366.428222313424,57,41.516284601989895
1567.515122127583,4568.638649811631,43,106.2474104607356
13082.041025954855,17029.54628501886,3,8091.076300695102
13331.064332367361,1667.7397253108425,8,208.4674656638553
11950.948850741957,16873.932317816063,35,482.1123519376018
12444.325331482758,10828.361141678097,50,216.56722283356194
4478.28799893302,1068.3966104396995,63,16.958676356185705
7085.749566418406,17532.13402027122,34,515.6510005962124
6675.240033974627,17249.631617894735,46,374.9919916933638
13806.475882264875,6215.207447469199,14,443.9433891049428
14996.627073964572,16954.152897596887,23,737.1370825042125
18684.36800924066,8556.674016831883,18,475.3707787128824
14548.578558601159,10144.894755428546,53,191.41310859299142
19782.965951686274,9870.697921103972,17,580.6292894767042
9866.577142785818,3874.892530271877,53,73.11117981645052
14755.85685329117,3134.7194013719154,6,522.4532335619859
15631.45949688914,5624.150674798818,36,156.22640763330048
13206.326153458154,9741.27551711651,40,243.53188792791275
5547.715305632685,1419.0390361014113,67,21.179687105991214
17762.524151217163,8957.177105245406,52,172.25340587010396
10047.988825830997,7808.103090279809,24,325.3376287616587
7868.698554088184,9638.835152700838,42,229.49607506430567
6776.284228626665,4822.417258195748,45,107.16482795990552
3927.620007706853,15784.438218725445,13,1214.1875552865727
15077.68576310987,14883.273025093275,60,248.05455041822125
10431.800056932383,3710.515502719144,42,88.34560720759866
2190.3291149453125,3565.523370856218,40,89.13808427140546
15318.671446013259,11269.955680301064,55,204.90828509638297
14568.702128784833,3201.8182643044684,36,88.93939623067968
18574.716844426068,13297.702658893326,44,302.2205149748483
11762.300061588925,19714.05857033754,41,480.83069683750097
4799.812908549625,4775.321057074388,33,144.70669869922386
9582.838036076886,1671.7484450805866,22,75.9885656854812
11648.807727345067,13246.911145420901,14,946.2079389586359
17052.388462292998,1275.9457712554686,6,212.6576285425781
17365.1239130123,1168.5135155859039,60,19.475225259765065
11416.015282495953,3673.7471631443545,11,333.977014831305
9077.735090406619,14482.069261933037,6,2413.6782103221726
7021.893131007832,10487.383836842344,6,1747.8973061403906
2549.1850685237487,18560.342678915913,68,272.9462158664105
5770.33469986466,7575.22304432521,7,1193.0196821811683
10124.952297016149,14179.608114169216,47,301.6937896631748
17001.354729825347,19241.859317793114,28,687.2092613497541
7496.4736958590165,8119.613375402583,43,188.82821803261822
5268.27371969376,784.1852150859982,32,24.505787971437442
9817.019432180396,3236.563652864347,59,54.85701106549741
12490.445216771679,8972.300020932918,9,996.922224548102
7941.946122866335,10367.529261284384,41,252.8665673483996
17668.713728847586,14626.749349547661,54,270.86572869532705
11151.265790035748,11889.34220095662,53,224.32721133880415
17267.581871058253,13659.845653462879,29,471.0291604642372
5814.505434891676,12947.50173186525,20,647.3750865932625
13670.781185815526,13231.702603423688,54,245.03152969303125
16955.21197646536,3066.678235917622,55,55.75778610759313
3181.6161367334116,3896.419290404798,54,72.15591278527404
11963.153905681125,13413.909128376876,59,227.3543920063877
3287.509136935906,13815.346947820133,54,255.83975829296543
7187.334659290101,7089.989285165049,49,144.69365888091937
16979.13979221096,7976.600376278822,49,162.78776278120046
14172.108810431038,9831.71686362375,56,175.5663725647098
16069.41911173814,12196.414691369495,41,297.4735290577926
16239.378573467871,5605.779988571873,6,934.2966647619788
17417.364868045872,8917.424550510583,56,159.23972411626042
9141.81235103494,3858.859452037349,10,385.8859452037349
15487.109515480048,10930.657874630895,67,163.14414738255067
14769.330811257212,17180.388933915943,14,1227.170638136853
2807.8563789303585,13110.278795851838,46,285.0060607793878
5825.395777256055,5837.439312051973,44,132.66907527390848
15742.47714860968,7372.046875382701,66,111.69767993004092
3130.5784206000503,14784.68985920276,23,642.812602574033
17316.54095646043,18602.209188798846,5,3720.4418377597694
12770.331018051911,5958.549189454204,47,126.77764232881285
18589.51504639563,16922.86546957159,55,307.6884630831198
2032.079737109076,1780.716107768318,67,26.577852354751013
6135.899464234587,6159.561564064643,65,94.76248560099451
12266.444217747383,11447.8276968054,68,168.35040730596177
9736.053682343794,1054.3033472452573,26,40.550128740202204
17981.55286598566,9773.56939512967,54,180.99202583573464
1629.2661372087498,16187.172666315355,57,283.9854853739536
15875.740698407088,15354.607094626937,68,225.80304550921966
6954.784141757981,13300.442390739572,62,214.52326436676728
7428.389081361062,15655.149364457859,30,521.8383121485953
4628.303102047284,10694.531692184099,4,2789.0112821195744
18070.1032355028,10403.645222617295,61,170.55156102651304
13306.3232978023,7289.37995399938,30,242.97933179997932
15468.299106037262,10421.278286040026,62,168.08513364580688
17105.609938606787,7907.5694562962935,42,188.27546324514984
11651.334674940828,7313.560548778841,16,457.09753429867754
16922.509548683982,7136.974603436292,52,137.2495116045441
12015.021562540209,7072.418915040449,40,176.81047287601123
15452.233820948619,7477.737174857944,63,118.69424087076102
14877.400306700722,10904.550111712655,55,198.26454748568463
2344.3875297244276,1293.4405812144403,60,21.557343020240673
12061.644621808922,15760.225878625712,64,246.25352935352674
18424.223168184613,6147.666114555598,15,409.84440763703986
14897.263021202902,12217.252165363825,36,339.3681157045507
13318.15489440006,2248.361589892614,14,160.597256420901
6143.936984384935,16669.254567009804,6,2880.396882200488
13865.602078903756,19254.6788132881,51,377.54272182917845
7030.042271722618,8369.469970338218,13,643.8053823337091
14143.356839463851,5319.470229061058,64,83.11672232907902
1868.8403012440904,16858.48587347906,44,383.1474062154332
16606.970430770085,4865.463966173236,23,211.5419115727494
4526.071005259353,8482.27964334627,16,530.1424777091419
4942.611283110533,7886.561549445204,13,606.6585807265542
17127.97322554301,17972.125022969223,18,998.4513901649568
6373.116221004159,7213.029593314521,68,106.07396460756648
13784.416757396819,7351.928651916181,23,319.64907182244264
3795.498854024728,15046.713543653363,49,307.07578660517066
18405.275924967213,1547.530614848618,37,41.82515175266535
9174.7589549859,19129.283974146903,49,390.39355049279396
12962.859108596425,13821.140867588736,28,493.61217384245487
16655.514296274872,17902.894766672445,45,397.84210592605433
7819.737736318682,3611.7974288335467,59,61.21690557344994
1409.4010134892699,14269.614041137525,26,570.0167003214752
18714.97871127507,10088.555642593385,19,530.9766127680729
16803.28089618787,8563.188539317345,65,131.74136214334376
17179.524686029734,9006.266465491837,6,1501.0444109153061
7872.281465492671,9514.35349514448,17,559.6678526555577
9251.262066125808,18088.18351118059,24,753.6743129658579
1793.913851659751,13306.93786821726,60,221.782297803621
4555.929295049147,19510.53786482323,13,1500.8106049864023
2755.8622803168673,16411.359433775164,28,586.1199797776844
16928.78347545048,2152.093053018805,67,32.12079183610157
1613.256851452368,19401.182670075104,34,570.6230197080913
11732.55789153509,3232.7281779617924,26,124.33569915237663
1924.14326347532,2934.209136437652,26,112.8541975552943
14932.747133990002,8912.938886029224,54,165.054423815356
6029.66528909799,805.3868777255014,68,11.843924672433845
12986.45055689523,15714.155528390333,36,436.5043202330648
7114.405582234322,17364.45459615203,25,694.5781838460812
2124.3526373704417,10485.403858985468,26,403.2847638071334
7360.038277800881,4774.864137944515,22,217.03927899747796
11714.896316126722,16875.542996704116,67,251.87377607021068
3859.582688827129,12279.257832128305,26,472.2791473895502
14077.132131610148,9242.943427920976,30,308.0981142640325
19239.520694093466,13293.308954619062,17,781.9593502717096
12590.661146865225,17825.597180065535,29,614.675764829846
10594.993800200595,17799.824711359783,8,2224.978088919973
6696.883681080909,5932.383218240367,52,114.08429265846858
8260.627420037867,7996.895508556008,69,115.89703635588418
16396.13228531323,8660.251926106763,6,1443.3753210177938
10955.891252504163,8122.518042310008,56,145.04496504125015
4723.383238446828,14885.012898077539,58,256.63815341513
3861.088568745833,2629.721753368517,29,90.68006046098334
10495.23091188163,15621.44643363602,58,269.3352833385521
4368.59892561041,5070.45873014938,9,563.3843033499311
12390.683523436051,16542.522796730995,61,271.1888983070655
15375.21352185027,14762.904746297867,5,2952.5809492595736
10639.94968145392,7172.085426379271,32,224.1276695743522
3078.2976245191567,12783.251369695896,57,224.26756788940168
14843.860433688318,14468.295876689524,34,425.53811402028015
12072.074746640204,15425.463012699316,68,226.8450443044017
16958.27013770165,5013.2508531482545,4,1253.3127132870636
10392.125528265464,14294.835194158239,4,3573.7087985395597
17943.662858465905,6283.855223545844,46,136.60554833795314
8936.453290936224,617.8291005025808,66,9.36104697731183
